Files	source_image	Date	condition	experiment	strain	Position	file_type	annotation_status	annotation_reason	switch
analysed_live_cell_microscopy/20210120/TIFFs/Position_18/Images/SCD_20210120_6strains_s18_phase_contr_dataPrep_bkgrValues.csv	analysed_live_cell_microscopy/20210120/TIFFs/Position_18/Images/SCD_20210120_6strains_s18_phase_contr.tif	20012021	SCD	steady_state	WHI5DEL	18	background values	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_18/Images/SCD_20210120_6strains_s18_phase_contr_dataPrepROIs_coords.csv	analysed_live_cell_microscopy/20210120/TIFFs/Position_18/Images/SCD_20210120_6strains_s18_phase_contr.tif	20012021	SCD	steady_state	WHI5DEL	18	ROI coordinates	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_18/Images/SCD_20210120_6strains_s18_phase_contr_last_tracked_i.txt	analysed_live_cell_microscopy/20210120/TIFFs/Position_18/Images/SCD_20210120_6strains_s18_phase_contr.tif	20012021	SCD	steady_state	WHI5DEL	18	tracking data	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_18/Images/SCD_20210120_6strains_s18_phase_contr_metadata.csv	analysed_live_cell_microscopy/20210120/TIFFs/Position_18/Images/SCD_20210120_6strains_s18_phase_contr.tif	20012021	SCD	steady_state	WHI5DEL	18	metadata	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_18/Images/SCD_20210120_6strains_s18_phase_contr_segm.npz	analysed_live_cell_microscopy/20210120/TIFFs/Position_18/Images/SCD_20210120_6strains_s18_phase_contr.tif	20012021	SCD	steady_state	WHI5DEL	18	segmentation	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_19/Images/SCD_20210120_6strains_s19_phase_contr.tif	analysed_live_cell_microscopy/20210120/TIFFs/Position_19/Images/SCD_20210120_6strains_s19_phase_contr.tif	20012021	SCD	steady_state	WHI5DEL	19	phase contrast image	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_19/Images/SCD_20210120_6strains_s19_phase_contr_acdc_output.csv	analysed_live_cell_microscopy/20210120/TIFFs/Position_19/Images/SCD_20210120_6strains_s19_phase_contr.tif	20012021	SCD	steady_state	WHI5DEL	19	acdc output	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_19/Images/SCD_20210120_6strains_s19_phase_contr_align_shift.npy	analysed_live_cell_microscopy/20210120/TIFFs/Position_19/Images/SCD_20210120_6strains_s19_phase_contr.tif	20012021	SCD	steady_state	WHI5DEL	19	alignment data	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_19/Images/SCD_20210120_6strains_s19_phase_contr_aligned.npz	analysed_live_cell_microscopy/20210120/TIFFs/Position_19/Images/SCD_20210120_6strains_s19_phase_contr.tif	20012021	SCD	steady_state	WHI5DEL	19	aligned image data	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_19/Images/SCD_20210120_6strains_s19_phase_contr_dataPrep_bkgrValues.csv	analysed_live_cell_microscopy/20210120/TIFFs/Position_19/Images/SCD_20210120_6strains_s19_phase_contr.tif	20012021	SCD	steady_state	WHI5DEL	19	background values	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_19/Images/SCD_20210120_6strains_s19_phase_contr_dataPrepROIs_coords.csv	analysed_live_cell_microscopy/20210120/TIFFs/Position_19/Images/SCD_20210120_6strains_s19_phase_contr.tif	20012021	SCD	steady_state	WHI5DEL	19	ROI coordinates	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_19/Images/SCD_20210120_6strains_s19_phase_contr_last_tracked_i.txt	analysed_live_cell_microscopy/20210120/TIFFs/Position_19/Images/SCD_20210120_6strains_s19_phase_contr.tif	20012021	SCD	steady_state	WHI5DEL	19	tracking data	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_19/Images/SCD_20210120_6strains_s19_phase_contr_metadata.csv	analysed_live_cell_microscopy/20210120/TIFFs/Position_19/Images/SCD_20210120_6strains_s19_phase_contr.tif	20012021	SCD	steady_state	WHI5DEL	19	metadata	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_19/Images/SCD_20210120_6strains_s19_phase_contr_segm.npz	analysed_live_cell_microscopy/20210120/TIFFs/Position_19/Images/SCD_20210120_6strains_s19_phase_contr.tif	20012021	SCD	steady_state	WHI5DEL	19	segmentation	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_2/Images/SCD_20210120_6strains_s02_phase_contr.tif	analysed_live_cell_microscopy/20210120/TIFFs/Position_2/Images/SCD_20210120_6strains_s02_phase_contr.tif	20012021	SCD	steady_state	MMY	2	phase contrast image	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_2/Images/SCD_20210120_6strains_s02_phase_contr_acdc_output.csv	analysed_live_cell_microscopy/20210120/TIFFs/Position_2/Images/SCD_20210120_6strains_s02_phase_contr.tif	20012021	SCD	steady_state	MMY	2	acdc output	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_2/Images/SCD_20210120_6strains_s02_phase_contr_align_shift.npy	analysed_live_cell_microscopy/20210120/TIFFs/Position_2/Images/SCD_20210120_6strains_s02_phase_contr.tif	20012021	SCD	steady_state	MMY	2	alignment data	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_2/Images/SCD_20210120_6strains_s02_phase_contr_aligned.npz	analysed_live_cell_microscopy/20210120/TIFFs/Position_2/Images/SCD_20210120_6strains_s02_phase_contr.tif	20012021	SCD	steady_state	MMY	2	aligned image data	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_2/Images/SCD_20210120_6strains_s02_phase_contr_dataPrep_bkgrValues.csv	analysed_live_cell_microscopy/20210120/TIFFs/Position_2/Images/SCD_20210120_6strains_s02_phase_contr.tif	20012021	SCD	steady_state	MMY	2	background values	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_2/Images/SCD_20210120_6strains_s02_phase_contr_dataPrepROIs_coords.csv	analysed_live_cell_microscopy/20210120/TIFFs/Position_2/Images/SCD_20210120_6strains_s02_phase_contr.tif	20012021	SCD	steady_state	MMY	2	ROI coordinates	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_2/Images/SCD_20210120_6strains_s02_phase_contr_delROIsInfo.npz	analysed_live_cell_microscopy/20210120/TIFFs/Position_2/Images/SCD_20210120_6strains_s02_phase_contr.tif	20012021	SCD	steady_state	MMY	2	ROI data	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_2/Images/SCD_20210120_6strains_s02_phase_contr_last_tracked_i.txt	analysed_live_cell_microscopy/20210120/TIFFs/Position_2/Images/SCD_20210120_6strains_s02_phase_contr.tif	20012021	SCD	steady_state	MMY	2	tracking data	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_2/Images/SCD_20210120_6strains_s02_phase_contr_metadata.csv	analysed_live_cell_microscopy/20210120/TIFFs/Position_2/Images/SCD_20210120_6strains_s02_phase_contr.tif	20012021	SCD	steady_state	MMY	2	metadata	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_2/Images/SCD_20210120_6strains_s02_phase_contr_segm.npz	analysed_live_cell_microscopy/20210120/TIFFs/Position_2/Images/SCD_20210120_6strains_s02_phase_contr.tif	20012021	SCD	steady_state	MMY	2	segmentation	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_2/Images/SCD_20210120_6strains_s02_phase_contrcca_properties_downstream.csv	analysed_live_cell_microscopy/20210120/TIFFs/Position_2/Images/SCD_20210120_6strains_s02_phase_contr.tif	20012021	SCD	steady_state	MMY	2	unclassified	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_20/Images/SCD_20210120_6strains_s20_phase_contr.tif	analysed_live_cell_microscopy/20210120/TIFFs/Position_20/Images/SCD_20210120_6strains_s20_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	20	phase contrast image	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_20/Images/SCD_20210120_6strains_s20_phase_contr_acdc_output.csv	analysed_live_cell_microscopy/20210120/TIFFs/Position_20/Images/SCD_20210120_6strains_s20_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	20	acdc output	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_20/Images/SCD_20210120_6strains_s20_phase_contr_align_shift.npy	analysed_live_cell_microscopy/20210120/TIFFs/Position_20/Images/SCD_20210120_6strains_s20_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	20	alignment data	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_20/Images/SCD_20210120_6strains_s20_phase_contr_aligned.npz	analysed_live_cell_microscopy/20210120/TIFFs/Position_20/Images/SCD_20210120_6strains_s20_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	20	aligned image data	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_20/Images/SCD_20210120_6strains_s20_phase_contr_custom_annot_params.json	analysed_live_cell_microscopy/20210120/TIFFs/Position_20/Images/SCD_20210120_6strains_s20_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	20	annotation settings	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_20/Images/SCD_20210120_6strains_s20_phase_contr_custom_combine_metrics.ini	analysed_live_cell_microscopy/20210120/TIFFs/Position_20/Images/SCD_20210120_6strains_s20_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	20	custom metric settings	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_20/Images/SCD_20210120_6strains_s20_phase_contr_dataPrep_bkgrValues.csv	analysed_live_cell_microscopy/20210120/TIFFs/Position_20/Images/SCD_20210120_6strains_s20_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	20	background values	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_20/Images/SCD_20210120_6strains_s20_phase_contr_dataPrepROIs_coords.csv	analysed_live_cell_microscopy/20210120/TIFFs/Position_20/Images/SCD_20210120_6strains_s20_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	20	ROI coordinates	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_20/Images/SCD_20210120_6strains_s20_phase_contr_delROIsInfo.npz	analysed_live_cell_microscopy/20210120/TIFFs/Position_20/Images/SCD_20210120_6strains_s20_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	20	ROI data	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_20/Images/SCD_20210120_6strains_s20_phase_contr_last_tracked_i.txt	analysed_live_cell_microscopy/20210120/TIFFs/Position_20/Images/SCD_20210120_6strains_s20_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	20	tracking data	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_20/Images/SCD_20210120_6strains_s20_phase_contr_metadata.csv	analysed_live_cell_microscopy/20210120/TIFFs/Position_20/Images/SCD_20210120_6strains_s20_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	20	metadata	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_20/Images/SCD_20210120_6strains_s20_phase_contr_segm.npz	analysed_live_cell_microscopy/20210120/TIFFs/Position_20/Images/SCD_20210120_6strains_s20_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	20	segmentation	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_20/Images/SCD_20210120_6strains_s20_phase_contr_segm_hyperparams.ini	analysed_live_cell_microscopy/20210120/TIFFs/Position_20/Images/SCD_20210120_6strains_s20_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	20	segmentation settings	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_21/Images/SCD_20210120_6strains_s21_phase_contr.tif	analysed_live_cell_microscopy/20210120/TIFFs/Position_21/Images/SCD_20210120_6strains_s21_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	21	phase contrast image	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_21/Images/SCD_20210120_6strains_s21_phase_contr_acdc_output.csv	analysed_live_cell_microscopy/20210120/TIFFs/Position_21/Images/SCD_20210120_6strains_s21_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	21	acdc output	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_21/Images/SCD_20210120_6strains_s21_phase_contr_align_shift.npy	analysed_live_cell_microscopy/20210120/TIFFs/Position_21/Images/SCD_20210120_6strains_s21_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	21	alignment data	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_21/Images/SCD_20210120_6strains_s21_phase_contr_aligned.npz	analysed_live_cell_microscopy/20210120/TIFFs/Position_21/Images/SCD_20210120_6strains_s21_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	21	aligned image data	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_21/Images/SCD_20210120_6strains_s21_phase_contr_dataPrep_bkgrValues.csv	analysed_live_cell_microscopy/20210120/TIFFs/Position_21/Images/SCD_20210120_6strains_s21_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	21	background values	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_21/Images/SCD_20210120_6strains_s21_phase_contr_dataPrepROIs_coords.csv	analysed_live_cell_microscopy/20210120/TIFFs/Position_21/Images/SCD_20210120_6strains_s21_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	21	ROI coordinates	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_21/Images/SCD_20210120_6strains_s21_phase_contr_delROIsInfo.npz	analysed_live_cell_microscopy/20210120/TIFFs/Position_21/Images/SCD_20210120_6strains_s21_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	21	ROI data	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_21/Images/SCD_20210120_6strains_s21_phase_contr_last_tracked_i.txt	analysed_live_cell_microscopy/20210120/TIFFs/Position_21/Images/SCD_20210120_6strains_s21_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	21	tracking data	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_21/Images/SCD_20210120_6strains_s21_phase_contr_metadata.csv	analysed_live_cell_microscopy/20210120/TIFFs/Position_21/Images/SCD_20210120_6strains_s21_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	21	metadata	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_21/Images/SCD_20210120_6strains_s21_phase_contr_segm.npz	analysed_live_cell_microscopy/20210120/TIFFs/Position_21/Images/SCD_20210120_6strains_s21_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	21	segmentation	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_22/Images/SCD_20210120_6strains_s22_phase_contr.tif	analysed_live_cell_microscopy/20210120/TIFFs/Position_22/Images/SCD_20210120_6strains_s22_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	22	phase contrast image	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_22/Images/SCD_20210120_6strains_s22_phase_contr_acdc_output.csv	analysed_live_cell_microscopy/20210120/TIFFs/Position_22/Images/SCD_20210120_6strains_s22_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	22	acdc output	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_22/Images/SCD_20210120_6strains_s22_phase_contr_align_shift.npy	analysed_live_cell_microscopy/20210120/TIFFs/Position_22/Images/SCD_20210120_6strains_s22_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	22	alignment data	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_22/Images/SCD_20210120_6strains_s22_phase_contr_aligned.npz	analysed_live_cell_microscopy/20210120/TIFFs/Position_22/Images/SCD_20210120_6strains_s22_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	22	aligned image data	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_22/Images/SCD_20210120_6strains_s22_phase_contr_dataPrep_bkgrValues.csv	analysed_live_cell_microscopy/20210120/TIFFs/Position_22/Images/SCD_20210120_6strains_s22_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	22	background values	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_22/Images/SCD_20210120_6strains_s22_phase_contr_dataPrepROIs_coords.csv	analysed_live_cell_microscopy/20210120/TIFFs/Position_22/Images/SCD_20210120_6strains_s22_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	22	ROI coordinates	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_22/Images/SCD_20210120_6strains_s22_phase_contr_delROIsInfo.npz	analysed_live_cell_microscopy/20210120/TIFFs/Position_22/Images/SCD_20210120_6strains_s22_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	22	ROI data	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_22/Images/SCD_20210120_6strains_s22_phase_contr_last_tracked_i.txt	analysed_live_cell_microscopy/20210120/TIFFs/Position_22/Images/SCD_20210120_6strains_s22_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	22	tracking data	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_22/Images/SCD_20210120_6strains_s22_phase_contr_metadata.csv	analysed_live_cell_microscopy/20210120/TIFFs/Position_22/Images/SCD_20210120_6strains_s22_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	22	metadata	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_22/Images/SCD_20210120_6strains_s22_phase_contr_segm.npz	analysed_live_cell_microscopy/20210120/TIFFs/Position_22/Images/SCD_20210120_6strains_s22_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	22	segmentation	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_23/Images/SCD_20210120_6strains_s23_phase_contr.tif	analysed_live_cell_microscopy/20210120/TIFFs/Position_23/Images/SCD_20210120_6strains_s23_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	23	phase contrast image	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_23/Images/SCD_20210120_6strains_s23_phase_contr_acdc_output.csv	analysed_live_cell_microscopy/20210120/TIFFs/Position_23/Images/SCD_20210120_6strains_s23_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	23	acdc output	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_23/Images/SCD_20210120_6strains_s23_phase_contr_align_shift.npy	analysed_live_cell_microscopy/20210120/TIFFs/Position_23/Images/SCD_20210120_6strains_s23_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	23	alignment data	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_23/Images/SCD_20210120_6strains_s23_phase_contr_aligned.npz	analysed_live_cell_microscopy/20210120/TIFFs/Position_23/Images/SCD_20210120_6strains_s23_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	23	aligned image data	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_23/Images/SCD_20210120_6strains_s23_phase_contr_dataPrep_bkgrValues.csv	analysed_live_cell_microscopy/20210120/TIFFs/Position_23/Images/SCD_20210120_6strains_s23_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	23	background values	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_23/Images/SCD_20210120_6strains_s23_phase_contr_dataPrepROIs_coords.csv	analysed_live_cell_microscopy/20210120/TIFFs/Position_23/Images/SCD_20210120_6strains_s23_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	23	ROI coordinates	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_23/Images/SCD_20210120_6strains_s23_phase_contr_last_tracked_i.txt	analysed_live_cell_microscopy/20210120/TIFFs/Position_23/Images/SCD_20210120_6strains_s23_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	23	tracking data	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_23/Images/SCD_20210120_6strains_s23_phase_contr_metadata.csv	analysed_live_cell_microscopy/20210120/TIFFs/Position_23/Images/SCD_20210120_6strains_s23_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	23	metadata	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_23/Images/SCD_20210120_6strains_s23_phase_contr_segm.npz	analysed_live_cell_microscopy/20210120/TIFFs/Position_23/Images/SCD_20210120_6strains_s23_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	23	segmentation	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_24/Images/SCD_20210120_6strains_s24_phase_contr.tif	analysed_live_cell_microscopy/20210120/TIFFs/Position_24/Images/SCD_20210120_6strains_s24_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	24	phase contrast image	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_24/Images/SCD_20210120_6strains_s24_phase_contr_acdc_output.csv	analysed_live_cell_microscopy/20210120/TIFFs/Position_24/Images/SCD_20210120_6strains_s24_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	24	acdc output	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_24/Images/SCD_20210120_6strains_s24_phase_contr_align_shift.npy	analysed_live_cell_microscopy/20210120/TIFFs/Position_24/Images/SCD_20210120_6strains_s24_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	24	alignment data	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_24/Images/SCD_20210120_6strains_s24_phase_contr_aligned.npz	analysed_live_cell_microscopy/20210120/TIFFs/Position_24/Images/SCD_20210120_6strains_s24_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	24	aligned image data	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_24/Images/SCD_20210120_6strains_s24_phase_contr_dataPrep_bkgrValues.csv	analysed_live_cell_microscopy/20210120/TIFFs/Position_24/Images/SCD_20210120_6strains_s24_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	24	background values	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_24/Images/SCD_20210120_6strains_s24_phase_contr_dataPrepROIs_coords.csv	analysed_live_cell_microscopy/20210120/TIFFs/Position_24/Images/SCD_20210120_6strains_s24_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	24	ROI coordinates	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_24/Images/SCD_20210120_6strains_s24_phase_contr_last_tracked_i.txt	analysed_live_cell_microscopy/20210120/TIFFs/Position_24/Images/SCD_20210120_6strains_s24_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	24	tracking data	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_24/Images/SCD_20210120_6strains_s24_phase_contr_metadata.csv	analysed_live_cell_microscopy/20210120/TIFFs/Position_24/Images/SCD_20210120_6strains_s24_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	24	metadata	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_24/Images/SCD_20210120_6strains_s24_phase_contr_segm.npz	analysed_live_cell_microscopy/20210120/TIFFs/Position_24/Images/SCD_20210120_6strains_s24_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	24	segmentation	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_25/Images/SCD_20210120_6strains_s25_phase_contr.tif	analysed_live_cell_microscopy/20210120/TIFFs/Position_25/Images/SCD_20210120_6strains_s25_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	25	phase contrast image	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_25/Images/SCD_20210120_6strains_s25_phase_contr_acdc_output.csv	analysed_live_cell_microscopy/20210120/TIFFs/Position_25/Images/SCD_20210120_6strains_s25_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	25	acdc output	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_25/Images/SCD_20210120_6strains_s25_phase_contr_align_shift.npy	analysed_live_cell_microscopy/20210120/TIFFs/Position_25/Images/SCD_20210120_6strains_s25_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	25	alignment data	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_25/Images/SCD_20210120_6strains_s25_phase_contr_aligned.npz	analysed_live_cell_microscopy/20210120/TIFFs/Position_25/Images/SCD_20210120_6strains_s25_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	25	aligned image data	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_25/Images/SCD_20210120_6strains_s25_phase_contr_dataPrep_bkgrValues.csv	analysed_live_cell_microscopy/20210120/TIFFs/Position_25/Images/SCD_20210120_6strains_s25_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	25	background values	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_25/Images/SCD_20210120_6strains_s25_phase_contr_dataPrepROIs_coords.csv	analysed_live_cell_microscopy/20210120/TIFFs/Position_25/Images/SCD_20210120_6strains_s25_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	25	ROI coordinates	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_25/Images/SCD_20210120_6strains_s25_phase_contr_last_tracked_i.txt	analysed_live_cell_microscopy/20210120/TIFFs/Position_25/Images/SCD_20210120_6strains_s25_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	25	tracking data	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_25/Images/SCD_20210120_6strains_s25_phase_contr_metadata.csv	analysed_live_cell_microscopy/20210120/TIFFs/Position_25/Images/SCD_20210120_6strains_s25_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	25	metadata	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_25/Images/SCD_20210120_6strains_s25_phase_contr_segm.npz	analysed_live_cell_microscopy/20210120/TIFFs/Position_25/Images/SCD_20210120_6strains_s25_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	25	segmentation	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_26/Images/SCD_20210120_6strains_s26_phase_contr.tif	analysed_live_cell_microscopy/20210120/TIFFs/Position_26/Images/SCD_20210120_6strains_s26_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	26	phase contrast image	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_26/Images/SCD_20210120_6strains_s26_phase_contr_acdc_output.csv	analysed_live_cell_microscopy/20210120/TIFFs/Position_26/Images/SCD_20210120_6strains_s26_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	26	acdc output	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_26/Images/SCD_20210120_6strains_s26_phase_contr_align_shift.npy	analysed_live_cell_microscopy/20210120/TIFFs/Position_26/Images/SCD_20210120_6strains_s26_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	26	alignment data	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_26/Images/SCD_20210120_6strains_s26_phase_contr_aligned.npz	analysed_live_cell_microscopy/20210120/TIFFs/Position_26/Images/SCD_20210120_6strains_s26_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	26	aligned image data	annotated		
analysed_live_cell_microscopy/20210120/TIFFs/Position_26/Images/SCD_20210120_6strains_s26_phase_contr_dataPrep_bkgrValues.csv	analysed_live_cell_microscopy/20210120/TIFFs/Position_26/Images/SCD_20210120_6strains_s26_phase_contr.tif	20012021	SCD	steady_state	WHI5_BCK2_DD	26	background values	annotated		
